,propeller,parent_f_name,parent_t_name,detected_topology,blades_similarity,topology_ration,Superkingdom,Phylum,Class,Order,Genus,Species,Classification,Termini_distance,Protein_coverage
4508,XP_012177860.1_#1,ANAPC4_WD40,8-bladed,13,67.5,1.625,Eukaryota,Basidiomycota,Agaricomycetes,Polyporales,Fibroporia,Fibroporia radiculosa,Complete,112,36.083743842364534
4509,XP_012176919.1_#1,ANAPC4_WD40,8-bladed,14,74.0,1.75,Eukaryota,Basidiomycota,Agaricomycetes,Polyporales,Fibroporia,Fibroporia radiculosa,Complete,113,67.47967479674797
4510,XP_012185826.1_#1,ANAPC4_WD40,8-bladed,14,69.77,1.75,Eukaryota,Basidiomycota,Agaricomycetes,Polyporales,Fibroporia,Fibroporia radiculosa,Complete,114,38.47094801223242
4511,XP_012185690.1_#1,ANAPC4_WD40,8-bladed,10,75.93,1.25,Eukaryota,Basidiomycota,Agaricomycetes,Polyporales,Fibroporia,Fibroporia radiculosa,Complete,12,93.20175438596492
4512,XP_012179867.1_#1,ANAPC4_WD40,8-bladed,7,60.53,0.875,Eukaryota,Basidiomycota,Agaricomycetes,Polyporales,Fibroporia,Fibroporia radiculosa,Complete,30,30.237580993520517
4513,XP_012183629.1_#1,ANAPC4_WD40,8-bladed,12,61.9,1.5,Eukaryota,Basidiomycota,Agaricomycetes,Polyporales,Fibroporia,Fibroporia radiculosa,Complete,1,82.16463414634147
4514,THH33002.1_#1,ANAPC4_WD40,8-bladed,3,75.0,0.375,Eukaryota,Basidiomycota,Agaricomycetes,Polyporales,Antrodiella,Antrodiella citrinella,Complete,272,5.084745762711864
4515,KIM87374.1_#1,ANAPC4_WD40,8-bladed,14,67.47,1.75,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Piloderma,Piloderma croceum F 1598,Complete,72,38.1795195954488
4516,KIM74255.1_#1,ANAPC4_WD40,8-bladed,12,78.57,1.5,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Piloderma,Piloderma croceum F 1598,Complete,78,41.262135922330096
4517,KIM76148.1_#1,ANAPC4_WD40,8-bladed,13,76.74,1.625,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Piloderma,Piloderma croceum F 1598,Complete,74,76.31224764468371
4518,KIM78556.1_#1,ANAPC4_WD40,8-bladed,14,65.85,1.75,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Piloderma,Piloderma croceum F 1598,Complete,74,58.25242718446602
4519,KIM86551.1_#1,ANAPC4_WD40,8-bladed,21,60.61,2.625,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Piloderma,Piloderma croceum F 1598,Complete,164,53.095238095238095
4520,KIM76572.1_#1,ANAPC4_WD40,8-bladed,8,80.95,1.0,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Piloderma,Piloderma croceum F 1598,Incomplete,94,31.7429406037001
4521,KIM74301.1_#1,ANAPC4_WD40,8-bladed,2,90.62,0.25,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Piloderma,Piloderma croceum F 1598,Complete,0,13.214285714285714
4522,KIM80637.1_#1,ANAPC4_WD40,8-bladed,14,78.57,1.75,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Piloderma,Piloderma croceum F 1598,Complete,49,39.4990366088632
4523,KIM75885.1_#1,ANAPC4_WD40,8-bladed,13,73.81,1.625,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Piloderma,Piloderma croceum F 1598,Complete,80,38.20459290187891
4524,KIM81416.1_#1,ANAPC4_WD40,8-bladed,14,62.5,1.75,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Piloderma,Piloderma croceum F 1598,Complete,74,39.911167512690355
4525,KIM88392.1_#1,ANAPC4_WD40,8-bladed,8,83.53,1.0,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Piloderma,Piloderma croceum F 1598,Complete,94,32.378223495702
4526,KIM88194.1_#1,ANAPC4_WD40,8-bladed,7,79.41,0.875,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Piloderma,Piloderma croceum F 1598,Complete,76,25.380710659898476
4527,KIM89850.1_#1,ANAPC4_WD40,8-bladed,7,76.74,0.875,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Piloderma,Piloderma croceum F 1598,Complete,96,29.09090909090909
4528,KIM83198.1_#1,ANAPC4_WD40,8-bladed,13,62.79,1.625,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Piloderma,Piloderma croceum F 1598,Complete,81,51.3413506012951
4529,KIM89589.1_#1,ANAPC4_WD40,8-bladed,9,63.41,1.125,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Piloderma,Piloderma croceum F 1598,Complete,38,40.06410256410256
4530,KIM90604.1_#1,ANAPC4_WD40,8-bladed,10,69.31,1.25,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Piloderma,Piloderma croceum F 1598,Complete,82,31.90082644628099
4531,KIM86390.1_#1,ANAPC4_WD40,8-bladed,2,81.48,0.25,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Piloderma,Piloderma croceum F 1598,Incomplete,169,5.275407292474787
4532,KIM81890.1_#1,ANAPC4_WD40,8-bladed,13,80.95,1.625,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Piloderma,Piloderma croceum F 1598,Complete,2,89.96655518394648
4533,KIM89489.1_#1,ANAPC4_WD40,8-bladed,15,83.72,1.875,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Piloderma,Piloderma croceum F 1598,Complete,210,42.43837441705529
4534,KIM75213.1_#1,ANAPC4_WD40,8-bladed,10,82.93,1.25,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Piloderma,Piloderma croceum F 1598,Complete,28,39.02439024390244
4535,KIM75688.1_#1,ANAPC4_WD40,8-bladed,16,79.07,2.0,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Piloderma,Piloderma croceum F 1598,Complete,104,45.372168284789645
4536,KIM80170.1_#1,ANAPC4_WD40,8-bladed,7,79.28,0.875,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Piloderma,Piloderma croceum F 1598,Complete,0,27.77777777777778
4537,KIM92163.1_#1,ANAPC4_WD40,8-bladed,14,80.49,1.75,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Piloderma,Piloderma croceum F 1598,Complete,6,87.91044776119404
4538,KIM72684.1_#1,ANAPC4_WD40,8-bladed,10,81.4,1.25,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Piloderma,Piloderma croceum F 1598,Incomplete,15,81.3102119460501
4539,KIM87814.1_#1,ANAPC4_WD40,8-bladed,9,70.73,1.125,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Piloderma,Piloderma croceum F 1598,Complete,1,83.61702127659575
4540,KIM76258.1_#1,ANAPC4_WD40,8-bladed,12,71.08,1.5,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Piloderma,Piloderma croceum F 1598,Incomplete,109,35.81033262561925
4541,KIM82685.1_#1,ANAPC4_WD40,8-bladed,6,75.9,0.75,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Piloderma,Piloderma croceum F 1598,Incomplete,13,72.62247838616715
4542,KIM79828.1_#1,ANAPC4_WD40,8-bladed,16,75.58,2.0,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Piloderma,Piloderma croceum F 1598,Complete,81,39.69465648854962
4543,KIM82484.1_#1,ANAPC4_WD40,8-bladed,10,73.88,1.25,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Piloderma,Piloderma croceum F 1598,Incomplete,1,82.59958071278825
4544,KZP24082.1_#1,ANAPC4_WD40,8-bladed,7,77.14,0.875,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,78,22.748091603053435
4545,KZP12191.1_#1,ANAPC4_WD40,8-bladed,14,69.77,1.75,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,92,28.87189292543021
4546,KZP15967.1_#1,ANAPC4_WD40,8-bladed,2,76.67,0.25,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,76,9.099181073703367
4547,KZP08039.1_#1,ANAPC4_WD40,8-bladed,7,63.39,0.875,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,78,18.641010222489477
4548,KZP10330.1_#1,ANAPC4_WD40,8-bladed,13,62.53,1.625,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,75,47.920133111480865
4549,KZP17692.1_#1,ANAPC4_WD40,8-bladed,7,76.19,0.875,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,78,22.628304821150856
4550,KZP31119.1_#1,ANAPC4_WD40,8-bladed,13,72.09,1.625,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,117,41.79216867469879
4551,KZP17392.1_#1,ANAPC4_WD40,8-bladed,10,88.37,1.25,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,2,29.874908020603385
4552,KZP07683.1_#1,ANAPC4_WD40,8-bladed,9,62.79,1.125,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,1,77.8443113772455
4553,KZP24201.1_#1,ANAPC4_WD40,8-bladed,14,65.12,1.75,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,76,37.613019891500905
4554,KZP10334.1_#1,ANAPC4_WD40,8-bladed,13,74.42,1.625,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,75,46.07679465776294
4555,KZP30866.1_#1,ANAPC4_WD40,8-bladed,15,69.77,1.875,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,84,46.822498173849525
4556,KZP25777.1_#1,ANAPC4_WD40,8-bladed,15,69.41,1.875,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,74,43.223684210526315
4557,KZP23451.1_#1,ANAPC4_WD40,8-bladed,7,69.77,0.875,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,78,20.13029315960912
4558,KZP07137.1_#1,ANAPC4_WD40,8-bladed,13,61.54,1.625,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,79,45.548833189282625
4559,KZP23149.1_#1,ANAPC4_WD40,8-bladed,15,68.42,1.875,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,83,45.803183791606365
4560,KZP22852.1_#1,ANAPC4_WD40,8-bladed,14,65.12,1.75,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,79,35.39518900343643
4561,KZP30683.1_#1,ANAPC4_WD40,8-bladed,7,67.57,0.875,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Incomplete,348,22.82608695652174
4562,KZP17237.1_#1,ANAPC4_WD40,8-bladed,11,72.09,1.375,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,86,43.305632502308406
4563,KZP30747.1_#1,ANAPC4_WD40,8-bladed,9,74.42,1.125,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,18,29.21092564491654
4564,KZP21263.1_#1,ANAPC4_WD40,8-bladed,10,87.94,1.25,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,38,30.122214234363767
4565,KZP25772.1_#1,ANAPC4_WD40,8-bladed,14,65.45,1.75,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,77,47.90996784565916
4566,KZP29253.1_#1,ANAPC4_WD40,8-bladed,9,62.79,1.125,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,49,76.6798418972332
4567,KZP17400.1_#1,ANAPC4_WD40,8-bladed,11,86.05,1.375,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,38,31.271960646521432
4568,KZP18730.1_#1,ANAPC4_WD40,8-bladed,12,79.49,1.5,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,22,87.1404399323181
4569,KZP23121.1_#1,ANAPC4_WD40,8-bladed,13,65.0,1.625,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,84,46.25
4570,KZP31128.1_#1,ANAPC4_WD40,8-bladed,15,69.77,1.875,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,99,46.65728360309641
4571,KZP23443.1_#1,ANAPC4_WD40,8-bladed,8,72.61,1.0,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,1,26.14329268292683
4572,KZP24262.1_#1,ANAPC4_WD40,8-bladed,14,69.41,1.75,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,89,21.937842778793417
4573,KZP18962.1_#1,ANAPC4_WD40,8-bladed,10,85.71,1.25,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,72,29.501084598698483
4574,KZP30712.1_#1,ANAPC4_WD40,8-bladed,7,62.5,0.875,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Incomplete,385,23.880597014925375
4575,KZP17415.1_#1,ANAPC4_WD40,8-bladed,8,83.72,1.0,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,39,26.798825256975036
4576,KZP06575.1_#1,ANAPC4_WD40,8-bladed,14,65.12,1.75,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,80,47.82958199356913
4577,KZP33353.1_#1,ANAPC4_WD40,8-bladed,2,80.88,0.25,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,Complete,43,8.213552361396303
4578,XP_007307130.1_#1,ANAPC4_WD40,8-bladed,14,78.57,1.75,Eukaryota,Basidiomycota,Agaricomycetes,Russulales,Stereum,Stereum hirsutum FP-91666 SS1,Complete,72,45.63106796116505
4579,XP_007311456.1_#1,ANAPC4_WD40,8-bladed,15,65.71,1.875,Eukaryota,Basidiomycota,Agaricomycetes,Russulales,Stereum,Stereum hirsutum FP-91666 SS1,Complete,101,39.25879396984924
4580,XP_007300753.1_#1,ANAPC4_WD40,8-bladed,10,79.07,1.25,Eukaryota,Basidiomycota,Agaricomycetes,Russulales,Stereum,Stereum hirsutum FP-91666 SS1,Complete,33,31.50787696924231
4581,VDB86424.1_#1,ANAPC4_WD40,8-bladed,7,67.44,0.875,Eukaryota,Basidiomycota,Agaricomycetes,Russulales,Peniophora,Peniophora sp. CBMAI 1063,Complete,25,30.71278825995807
4582,VDB86422.1_#1,ANAPC4_WD40,8-bladed,7,67.44,0.875,Eukaryota,Basidiomycota,Agaricomycetes,Russulales,Peniophora,Peniophora sp. CBMAI 1063,Complete,27,31.65236051502146
4583,KZV60619.1_#1,ANAPC4_WD40,8-bladed,7,72.22,0.875,Eukaryota,Basidiomycota,Agaricomycetes,Russulales,Peniophora,Peniophora sp. CONT,Complete,5,30.552659019812303
4584,KZV67661.1_#1,ANAPC4_WD40,8-bladed,7,64.1,0.875,Eukaryota,Basidiomycota,Agaricomycetes,Russulales,Peniophora,Peniophora sp. CONT,Complete,11,30.470347648261757
4585,KZV71245.1_#1,ANAPC4_WD40,8-bladed,2,80.0,0.25,Eukaryota,Basidiomycota,Agaricomycetes,Russulales,Peniophora,Peniophora sp. CONT,Complete,6,43.66197183098591
4586,TFY51746.1_#1,ANAPC4_WD40,8-bladed,2,83.33,0.25,Eukaryota,Basidiomycota,Agaricomycetes,Russulales,Dentipellis,Dentipellis fragilis,Complete,0,56.52173913043478
4587,TFY66244.1_#1,ANAPC4_WD40,8-bladed,13,60.53,1.625,Eukaryota,Basidiomycota,Agaricomycetes,Russulales,Dentipellis,Dentipellis fragilis,Complete,72,35.3359173126615
4588,TFY52923.1_#1,ANAPC4_WD40,8-bladed,9,61.72,1.125,Eukaryota,Basidiomycota,Agaricomycetes,Russulales,Dentipellis,Dentipellis fragilis,Complete,9,72.66055045871559
4589,THH18783.1_#1,ANAPC4_WD40,8-bladed,16,70.11,2.0,Eukaryota,Basidiomycota,Agaricomycetes,Russulales,Bondarzewia,Bondarzewia mesenterica,Complete,11,83.35388409371147
4590,THH20949.1_#1,ANAPC4_WD40,8-bladed,2,72.73,0.25,Eukaryota,Basidiomycota,Agaricomycetes,Russulales,Bondarzewia,Bondarzewia mesenterica,Complete,202,10.27027027027027
4591,XP_009550633.1_#1,ANAPC4_WD40,8-bladed,14,83.72,1.75,Eukaryota,Basidiomycota,Agaricomycetes,Russulales,Heterobasidion,Heterobasidion irregulare TC 32-1,Complete,40,39.059438275636836
4592,XP_009552288.1_#1,ANAPC4_WD40,8-bladed,12,64.19,1.5,Eukaryota,Basidiomycota,Agaricomycetes,Russulales,Heterobasidion,Heterobasidion irregulare TC 32-1,Complete,136,32.31552162849873
4593,XP_009550696.1_#1,ANAPC4_WD40,8-bladed,8,67.74,1.0,Eukaryota,Basidiomycota,Agaricomycetes,Russulales,Heterobasidion,Heterobasidion irregulare TC 32-1,Complete,122,25.778816199376948
4594,XP_009550708.1_#1,ANAPC4_WD40,8-bladed,12,88.37,1.5,Eukaryota,Basidiomycota,Agaricomycetes,Russulales,Heterobasidion,Heterobasidion irregulare TC 32-1,Complete,159,33.91072618254497
4595,XP_009550686.1_#1,ANAPC4_WD40,8-bladed,14,64.5,1.75,Eukaryota,Basidiomycota,Agaricomycetes,Russulales,Heterobasidion,Heterobasidion irregulare TC 32-1,Complete,167,33.78917378917379
4596,XP_009550653.1_#1,ANAPC4_WD40,8-bladed,11,90.48,1.375,Eukaryota,Basidiomycota,Agaricomycetes,Russulales,Heterobasidion,Heterobasidion irregulare TC 32-1,Complete,166,33.42228152101401
4597,KII90872.1_#1,ANAPC4_WD40,8-bladed,14,60.98,1.75,Eukaryota,Basidiomycota,Agaricomycetes,Amylocorticiales,Plicaturopsis,Plicaturopsis crispa FD-325 SS-3,Complete,15,87.5187969924812
4598,KII87296.1_#1,ANAPC4_WD40,8-bladed,12,69.57,1.5,Eukaryota,Basidiomycota,Agaricomycetes,Amylocorticiales,Plicaturopsis,Plicaturopsis crispa FD-325 SS-3,Complete,5,97.64243614931237
4599,KII85375.1_#1,ANAPC4_WD40,8-bladed,15,78.57,1.875,Eukaryota,Basidiomycota,Agaricomycetes,Amylocorticiales,Plicaturopsis,Plicaturopsis crispa FD-325 SS-3,Complete,51,83.02631578947368
4600,KII83603.1_#1,ANAPC4_WD40,8-bladed,9,76.74,1.125,Eukaryota,Basidiomycota,Agaricomycetes,Amylocorticiales,Plicaturopsis,Plicaturopsis crispa FD-325 SS-3,Complete,11,82.23684210526316
4601,KII90636.1_#1,ANAPC4_WD40,8-bladed,10,80.95,1.25,Eukaryota,Basidiomycota,Agaricomycetes,Amylocorticiales,Plicaturopsis,Plicaturopsis crispa FD-325 SS-3,Complete,15,92.06349206349206
4602,KII85352.1_#1,ANAPC4_WD40,8-bladed,9,88.1,1.125,Eukaryota,Basidiomycota,Agaricomycetes,Amylocorticiales,Plicaturopsis,Plicaturopsis crispa FD-325 SS-3,Complete,2,84.06466512702079
4603,KII83608.1_#1,ANAPC4_WD40,8-bladed,13,73.81,1.625,Eukaryota,Basidiomycota,Agaricomycetes,Amylocorticiales,Plicaturopsis,Plicaturopsis crispa FD-325 SS-3,Complete,47,82.52279635258358
4604,KIJ43762.1_#1,ANAPC4_WD40,8-bladed,12,80.95,1.5,Eukaryota,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolus,Sphaerobolus stellatus SS14,Complete,123,38.03030303030303
4605,KIJ51755.1_#1,ANAPC4_WD40,8-bladed,9,80.95,1.125,Eukaryota,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolus,Sphaerobolus stellatus SS14,Complete,29,75.0909090909091
4606,KIJ36164.1_#1,ANAPC4_WD40,8-bladed,8,83.32,1.0,Eukaryota,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolus,Sphaerobolus stellatus SS14,Complete,27,57.73381294964029
4607,KIJ38375.1_#1,ANAPC4_WD40,8-bladed,8,79.07,1.0,Eukaryota,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolus,Sphaerobolus stellatus SS14,Complete,34,34.9705304518664
4608,KIJ41239.1_#1,ANAPC4_WD40,8-bladed,7,80.17,0.875,Eukaryota,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolus,Sphaerobolus stellatus SS14,Complete,26,84.94318181818181
4609,KIJ42944.1_#1,ANAPC4_WD40,8-bladed,14,81.4,1.75,Eukaryota,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolus,Sphaerobolus stellatus SS14,Complete,92,39.62264150943396
4610,KIJ31737.1_#1,ANAPC4_WD40,8-bladed,10,79.07,1.25,Eukaryota,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolus,Sphaerobolus stellatus SS14,Complete,87,30.257510729613735
4611,KIJ31651.1_#1,ANAPC4_WD40,8-bladed,9,84.73,1.125,Eukaryota,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolus,Sphaerobolus stellatus SS14,Incomplete,147,27.75297619047619
4612,KIJ22292.1_#1,ANAPC4_WD40,8-bladed,8,81.4,1.0,Eukaryota,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolus,Sphaerobolus stellatus SS14,Complete,2,97.87878787878788
4613,KIJ30639.1_#1,ANAPC4_WD40,8-bladed,15,82.93,1.875,Eukaryota,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolus,Sphaerobolus stellatus SS14,Complete,115,38.83495145631068
4614,KIJ46218.1_#1,ANAPC4_WD40,8-bladed,14,81.25,1.75,Eukaryota,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolus,Sphaerobolus stellatus SS14,Complete,99,47.07766212970376
4615,KIJ39234.1_#1,ANAPC4_WD40,8-bladed,13,61.76,1.625,Eukaryota,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolus,Sphaerobolus stellatus SS14,Complete,71,40.150375939849624
4616,KIJ56224.1_#1,ANAPC4_WD40,8-bladed,12,84.21,1.5,Eukaryota,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolus,Sphaerobolus stellatus SS14,Complete,8,83.8258164852255
4617,KIJ37332.1_#1,ANAPC4_WD40,8-bladed,9,83.72,1.125,Eukaryota,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolus,Sphaerobolus stellatus SS14,Complete,1,81.77874186550976
4618,KIJ29374.1_#1,ANAPC4_WD40,8-bladed,12,83.13,1.5,Eukaryota,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolus,Sphaerobolus stellatus SS14,Complete,123,34.861111111111114
4619,KIJ30631.1_#1,ANAPC4_WD40,8-bladed,24,81.4,3.0,Eukaryota,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolus,Sphaerobolus stellatus SS14,Complete,103,50.19569471624266
4620,KIJ50137.1_#1,ANAPC4_WD40,8-bladed,9,76.47,1.125,Eukaryota,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolus,Sphaerobolus stellatus SS14,Complete,19,52.590673575129536
4621,KIJ46973.1_#1,ANAPC4_WD40,8-bladed,7,63.64,0.875,Eukaryota,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolus,Sphaerobolus stellatus SS14,Complete,88,46.64804469273743
4622,KIJ52189.1_#1,ANAPC4_WD40,8-bladed,13,83.72,1.625,Eukaryota,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolus,Sphaerobolus stellatus SS14,Complete,124,35.473196558570486
4623,KIJ40590.1_#1,ANAPC4_WD40,8-bladed,9,83.72,1.125,Eukaryota,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolus,Sphaerobolus stellatus SS14,Complete,100,36.35496183206107
4624,KIJ30644.1_#1,ANAPC4_WD40,8-bladed,15,79.07,1.875,Eukaryota,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolus,Sphaerobolus stellatus SS14,Complete,103,39.436619718309856
4625,KIJ26367.1_#1,ANAPC4_WD40,8-bladed,17,83.33,2.125,Eukaryota,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolus,Sphaerobolus stellatus SS14,Complete,15,48.73458792991564
4626,KIJ50186.1_#1,ANAPC4_WD40,8-bladed,11,83.72,1.375,Eukaryota,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolus,Sphaerobolus stellatus SS14,Complete,81,31.958041958041957
4627,KIJ31047.1_#1,ANAPC4_WD40,8-bladed,2,86.67,0.25,Eukaryota,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolus,Sphaerobolus stellatus SS14,Complete,1,17.59581881533101
4628,KIJ38307.1_#1,ANAPC4_WD40,8-bladed,10,78.28,1.25,Eukaryota,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolus,Sphaerobolus stellatus SS14,Complete,109,32.98271975957926
4629,KIJ39227.1_#1,ANAPC4_WD40,8-bladed,14,61.37,1.75,Eukaryota,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolus,Sphaerobolus stellatus SS14,Complete,150,35.265700483091784
4630,KIJ42176.1_#1,ANAPC4_WD40,8-bladed,12,80.0,1.5,Eukaryota,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolus,Sphaerobolus stellatus SS14,Complete,101,39.09020817270625
4631,KIJ52909.1_#1,ANAPC4_WD40,8-bladed,13,87.18,1.625,Eukaryota,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolus,Sphaerobolus stellatus SS14,Complete,80,36.93333333333333
4632,KIJ50837.1_#1,ANAPC4_WD40,8-bladed,3,65.71,0.375,Eukaryota,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolus,Sphaerobolus stellatus SS14,Complete,20,36.334405144694536
4633,KZT51139.1_#1,ANAPC4_WD40,8-bladed,9,88.0,1.125,Eukaryota,Basidiomycota,Dacrymycetes,Dacrymycetales,Calocera,Calocera cornea HHB12733,Complete,155,34.71731448763251
